page,bill_month,bill_date,due_date,service_no,van_id,category,cons_kwh,cons_kvah,cons_kva,cons_pf,demand_normal,energy_charges,elec_duty,fppca,tod_charges,sub_total,customer_charges,total,net_bill,net_payable,chain_ok,doc_type
1,,,,,,,,,,,,,,,,,,,,,,OTHER
2,01/2024,04-02-2024,18-Feb-2024,VSP098,APEPDC0100000558,IB,35541.0,38024.0,142.35,0.93,10676.25,266168.0,2132.46,31965.94,0.0,310942.65,1406.0,312348.65,312349.0,312349.0,True,HT_BILL
3,01/2024,04-02-2024,18-Feb-2024,VSP212,APEPDC0100000391,IIA(ii),29909.0,38047.0,346.65,0.79,0.0,86240.0,29909.0,0.0,0.0,116149.0,1406.0,125055.0,0.0,-37395.0,True,HT_BILL
4,01/2024,04-02-2024,18-Feb-2024,VSP361,APEPDC0100000508,IB,59430.0,62684.0,254.07,0.95,19055.25,438788.0,3565.8,44142.82,0.0,505551.87,1406.0,506957.87,506958.0,506958.0,True,HT_BILL
5,01/2024,05-02-2024,19-Feb-2024,VSP127,APEPDC0100000334,IB,47315.0,47464.0,178.89,1.0,13416.75,332248.0,2838.9,24427.04,0.0,372930.69,1406.0,374336.69,374337.0,374337.0,True,HT_BILL
6,01/2024,02-02-2024,16-Feb-2024,VSP1375,APEPDC0100003730,IIB,6550.0,17350.0,60.0,0.38,0.0,212537.5,6550.0,11533.17,0.0,230620.67,2813.0,483433.67,483434.0,483434.0,True,HT_BILL
7,01/2024,04-02-2024,18-Feb-2024,VSP009,APEPDC0100000627,IIA(i),17952.0,19354.0,92.695,0.93,144400.0,148058.1,17952.0,12645.08,4884.0,327939.18,1406.0,329345.18,329345.0,,True,HT_BILL
8,01/2024,03-02-2024,17-Feb-2024,VSP309,APEPDC0100001933,IIA(i),16629.0,19914.0,146.47,0.84,133000.0,152342.1,16629.0,11930.96,1693.0,315595.06,1406.0,317001.06,317001.0,317001.0,True,HT_BILL
9,01/2024,02-02-2024,16-Feb-2024,VSP508,APEPDC0100000227,IIIA,7304.0,8648.0,68.06,0.84,32328.5,54482.4,7304.0,6374.15,301.0,95152.3,1406.0,96558.3,96558.0,96558.0,True,HT_BILL
10,01/2024,04-02-2024,18-Feb-2024,VSP007,APEPDC0100000626,IIA(i),428873.0,449291.0,1196.3,0.95,570000.0,3437076.15,428873.0,241058.35,88166.0,4765173.5,1406.0,4766579.5,4766580.0,4766580.0,True,HT_BILL
11,01/2024,04-02-2024,18-Feb-2024,VSP1655,APEPDC0100004450,IIA(i),44294.0,46965.0,131.64,0.94,62529.0,359282.25,44294.0,25150.57,13005.0,504260.82,1406.0,505666.82,505667.0,505667.0,True,HT_BILL
12,01/2024,04-02-2024,18-Feb-2024,VSP1718,APEPDC0100004656,,25155.0,27773.0,74.313,0.91,76000.0,212463.45,25155.0,19415.21,6380.0,339413.66,1406.0,340819.66,340820.0,340446.0,True,HT_BILL
13,01/2024,05-02-2024,19-Feb-2024,VSP1720,APEPDC0100004657,IIA(i),30911.0,32162.0,239.0,0.96,152000.0,246039.3,30911.0,31735.68,8874.0,469559.98,1406.0,470965.98,470966.0,470966.0,True,HT_BILL
14,01/2024,02-02-2024,16-Feb-2024,VSP1154,APEPDC0100003106,IIA(i),244875.0,251550.0,2793.0,0.97,1282500.0,1748272.5,244875.0,114924.3,40450.0,3519371.8,2813.0,3522184.8,3522185.0,3502835.0,True,HT_BILL
15,,,,,,,,,,,,,,,,,,,,,,OTHER
16,02/2024,03-03-2024,17-Mar-2024,VSP007,APEPDC0100000626,IIA(i),454600.0,477400.0,1227.0,0.95,582825.0,3652110.0,454600.0,403382.15,90800.0,5183717.15,1406.0,5185123.15,5185123.0,5180352.0,True,HT_BILL
17,02/2024,03-03-2024,17-Mar-2024,VSP098,APEPDC0100000558,IB,38828.0,41162.0,295.32,0.94,22149.0,288134.0,2329.68,51642.27,0.0,364254.95,1406.0,365660.95,365661.0,365348.0,True,HT_BILL
18,02/2024,03-03-2024,17-Mar-2024,VSP212,APEPDC0100000391,IIA(i),46119.0,53657.0,500.85,0.86,0.0,290374.0,46119.0,2816.0,0.0,339309.0,1406.0,348215.0,,-37395.0,False,HT_BILL
19,02/2024,03-03-2024,17-Mar-2024,VSP361,APEPDC0100000508,IB,61574.0,64367.0,261.96,0.96,19647.0,450569.0,3694.44,67924.47,0.0,541834.91,1406.0,543240.91,543241.0,542734.0,False,HT_BILL
20,02/2024,02-03-2024,16-Mar-2024,VSP127,APEPDC0100000334,IB,41318.0,43741.0,178.89,0.94,13416.75,306187.0,2479.08,39602.87,0.0,361685.7,1406.0,363091.7,363092.0,362718.0,True,HT_BILL
21,02/2024,01-03-2024,15-Mar-2024,VSP1375,APEPDC0100003730,IIB,5870.0,15090.0,138.0,0.39,0.0,184852.5,5870.0,10974.38,0.0,201696.88,2813.0,454509.88,,454026.0,False,HT_BILL
22,02/2024,02-03-2024,16-Mar-2024,VSP009,APEPDC0100000627,,15720.0,16867.0,92.66,0.93,144400.0,129032.55,15720.0,18911.98,4181.0,312245.53,1406.0,313651.53,313652.0,313322.0,True,HT_BILL
23,02/2024,02-03-2024,16-Mar-2024,VSP309,APEPDC0100001933,IIA(I),15672.0,18564.0,59.22,0.84,133000.0,142014.6,15672.0,17183.34,5490.0,313359.94,1406.0,314765.94,314766.0,314449.0,False,HT_BILL
24,02/2024,02-03-2024,16-Mar-2024,VSP508,APEPDC0100000227,IIIA,8129.0,9635.0,67.5,0.84,32062.5,60700.5,8129.0,6637.0,435.0,102057.0,1406.0,103463.0,103463.0,305372.0,True,HT_BILL
25,02/2024,02-03-2024,16-Mar-2024,VSP1655,APEPDC0100004450,IIA(i),47648.0,50665.0,133.0,0.94,63175.0,387587.25,47648.0,34096.61,13717.0,546223.86,1406.0,547629.86,547630.0,547124.0,True,HT_BILL
26,02/2024,03-03-2024,17-Mar-2024,VSP1718,APEPDC0100004656,IIA(i),24317.0,26369.0,63.12,0.92,76000.0,201722.85,24317.0,26894.26,5962.0,334896.11,1406.0,336302.11,336302.0,335961.0,True,HT_BILL
27,02/2024,02-03-2024,16-Mar-2024,VSP1720,APEPDC0100004657,IIA(I),31555.0,31874.0,239.0,0.0,152000.0,243836.1,31555.0,49595.04,8851.0,485837.14,1406.0,487243.14,487243.0,486772.0,True,HT_BILL
28,02/2024,,04-Apr-2024,VSP1154,APEPDC0100003106,IIA(I),248050.0,259650.0,2150.0,0.96,1026000.0,1804567.5,248050.0,119597.7,35975.0,3234190.2,2813.0,3237003.2,3237003.0,3237003.0,True,HT_BILL
29,,,,,,,,,,,,,,,,,,,,,,OTHER
30,03/2024,02-04-2024,16-Apr-2024,VSP007,APEPDC0100000626,IIA(i),509500.0,524200.0,1425.5,0.97,677112.5,4010130.0,509500.0,190960.0,100200.0,5487902.5,1406.0,5489308.5,5489309.0,5484124.0,True,HT_BILL
31,03/2024,02-04-2024,16-Apr-2024,VSP098,APEPDC0100000558,IB,47769.0,49773.0,139.37,0.96,10452.75,348411.0,2866.14,16464.8,0.0,,1406.0,379600.69,379601.0,379235.0,True,HT_BILL
32,03/2024,02-04-2024,16-Apr-2024,VSP212,APEPDC0100000391,IIA(ii),39186.0,46226.0,431.08,0.85,0.0,85002.75,39186.0,9481.6,0.0,133670.35,1406.0,142576.35,0.0,-37450.0,True,HT_BILL
33,03/2024,02-04-2024,16-Apr-2024,VSP361,APEPDC0100000508,IB,77963.0,80987.0,255.38,0.96,19153.5,566909.0,4677.78,25746.8,0.0,616487.08,1406.0,617893.08,617893.0,617350.0,True,HT_BILL
34,03/2024,03-04-2024,17-Apr-2024,VSP127,APEPDC0100000334,IB,,,,,8396.25,315056.0,2508.96,27940.59,0.0,353901.8,1406.0,355307.8,355308.0,354945.0,True,HT_BILL
35,03/2024,04-04-2024,18-Apr-2024,VSP1375,APEPDC0100003730,IIB,7570.0,13490.0,54.0,0.56,0.0,165252.5,7570.0,10296.3,0.0,183118.8,2813.0,435931.8,435932.0,435478.0,True,HT_BILL
36,03/2024,03-04-2024,17-Apr-2024,VSP009,APEPDC0100000627,IIA(i),17155.0,18269.0,87.0,0.94,144400.0,139757.85,17155.0,12804.82,4527.0,318644.67,1406.0,320050.67,320051.0,319721.0,True,HT_BILL
37,03/2024,03-04-2024,17-Apr-2024,VSP309,APEPDC0100001933,IIA(i),16501.0,19549.0,63.22,0.84,133000.0,149549.85,16501.0,16049.48,4167.0,319267.33,1406.0,320673.33,320673.0,320358.0,True,HT_BILL
38,03/2024,03-04-2024,17-Apr-2024,VSP508,APEPDC0100000227,IIIA,7689.0,9117.0,67.5,0.84,32062.5,57437.1,7689.0,8381.54,880.5,100820.39,1406.0,102226.39,102226.0,101920.0,True,HT_BILL
39,03/2024,05-04-2024,19-Apr-2024,VSP1655,APEPDC0100004450,IIA(i),54089.0,56920.0,141.0,0.95,66975.0,435438.0,54089.0,28717.53,15543.0,600762.53,1406.0,602168.53,602169.0,601622.0,True,HT_BILL
40,03/2024,03-04-2024,17-Apr-2024,VSP1718,APEPDC0100004656,IIA(i),28562.0,31050.0,77.23,0.92,76000.0,237532.5,28562.0,10547.6,6849.0,359491.1,1406.0,360897.1,360897.0,360561.0,True,HT_BILL
41,03/2024,04-04-2024,18-Apr-2024,VSP1720,APEPDC0100004657,IIA(i),39617.0,39955.0,223.0,0.99,152000.0,305655.75,39617.0,33524.37,11570.0,542367.12,1406.0,543773.12,543773.0,543286.0,True,HT_BILL
42,03/2024,02-04-2024,16-Apr-2024,VSP1154,APEPDC0100003106,IIA(i),195350.0,202950.0,2171.05,0.96,1031248.75,1410502.5,195350.0,132036.08,30800.0,2799937.33,2813.0,2802750.33,2802750.0,2802750.0,True,HT_BILL
43,,,,,,,,,,,,,,,,,,,,,,OTHER
44,04/2024,02-05-2024,16-May-2024,VSP007,APEPDC0100000626,IIA(i),581900.0,589500.0,1448.2,660.0,687895.0,4509675.0,581900.0,209680.0,108900.0,6098050.0,1406.0,6099456.0,,3779319.0,False,HT_BILL
45,04/2024,03-05-2024,17-May-2024,VSP098,APEPDC0100000558,IB,59801.0,60807.0,176.16,0.98,13212.0,425649.0,3588.06,19909.2,0.0,462358.26,1406.0,463764.26,164698.0,164319.0,False,HT_BILL
46,04/2024,03-05-2024,17-May-2024,VSP212,APEPDC0100000391,IIA(ii),54866.0,60849.0,959.23,0.9,0.0,145493.25,54866.0,2775.6,0.0,621864.35,1406.0,630770.35,-131207.0,-168657.0,False,HT_BILL
47,04/2024,03-05-2024,17-May-2024,VSP361,APEPDC0100000508,,95453.0,99249.0,265.71,0.96,19928.25,,0.0,0.0,32394.8,752793.23,1406.0,754199.23,583944.0,583326.0,False,HT_BILL
48,04/2024,03-05-2024,17-May-2024,VSP127,APEPDC0100000334,IB,44505.0,47319.0,166.0,0.94,12450.0,331233.0,2670.3,18003.2,0.0,364356.5,1406.0,365762.5,293391.0,293036.0,True,HT_BILL
49,04/2024,03-05-2024,17-May-2024,VSP1375,APEPDC0100003730,,7100.0,13860.0,48.0,0.51,0.0,169785.0,7100.0,5396.0,0.0,182281.0,2813.0,435094.0,396044.0,395608.0,True,HT_BILL
50,04/2024,04-05-2024,18-May-2024,VSP009,APEPDC0100000627,IIA(I),17161.0,18264.0,87.5,0.94,144400.0,139719.6,17161.0,7307.6,4368.0,312956.2,1406.0,314362.2,197396.0,197076.0,False,HT_BILL
51,04/2024,03-05-2024,17-May-2024,VSP309,APEPDC0100001933,,15245.0,18161.0,60.0,0.84,133000.0,138931.65,15245.0,7819.6,3931.0,298927.25,1406.0,300333.25,,219901.0,False,HT_BILL
52,04/2024,03-05-2024,17-May-2024,VSP508,APEPDC0100000227,IIIA,7281.0,8623.0,68.0,0.84,32300.0,54324.9,7281.0,3646.8,1315.5,93945.95,1406.0,96883.3,81884.0,81782.0,True,HT_BILL
53,04/2024,03-05-2024,17-May-2024,VSP1655,APEPDC0100004450,IIA(i),52974.0,56106.0,153.0,0.94,71250.0,429210.9,52974.0,22768.0,15357.0,594409.9,1406.0,595815.9,563035.0,562433.0,False,HT_BILL
54,04/2024,03-05-2024,17-May-2024,VSP1718,APEPDC0100004656,IIA(i),31551.0,33496.0,89.85,0.94,76000.0,256244.4,31551.0,12420.0,7275.0,383490.4,1406.0,384896.4,334431.0,334071.0,False,HT_BILL
55,04/2024,04-05-2024,18-May-2024,VSP1720,APEPDC0100004657,IIA(i),18803.0,18982.0,95.0,0.99,152000.0,145212.3,18803.0,15982.0,5795.0,337792.3,1406.0,339198.3,259561.0,259017.0,False,HT_BILL
56,04/2024,02-05-2024,16-May-2024,VSP1154,APEPDC0100003106,,385850.0,,,0.96,20.0,0.0,385850.0,81180.0,65100.0,4502368.75,2813.0,4505181.75,4038458.0,4038458.0,False,HT_BILL
57,,,,,,,,,,,,,,,,,,,,,,OTHER
58,05/2024,02-06-2024,16-Jun-2024,VSP007,APEPDC0100000626,IIA(i),591100.0,670400.0,1506.7,0.88,712500.0,5128560.0,591100.0,235800.0,123700.0,6798025.0,1406.0,6799431.0,6799431.0,6798332.0,True,HT_BILL
59,05/2024,02-06-2024,16-Jun-2024,VSP098,APEPDC0100000558,IB,64070.0,65000.0,166.27,0.99,12470.25,455000.0,3844.2,24322.8,0.0,,,,,496580.0,False,HT_BILL
60,05/2024,02-06-2024,16-Jun-2024,VSP212,APEPDC0100000391,IIA(I),64943.0,71049.0,598.37,0.91,0.0,648613.0,64943.0,13866.0,0.0,727422.0,1406.0,736328.0,736328.0,736328.0,True,HT_BILL
61,05/2024,02-06-2024,16-Jun-2024,VSP361,APEPDC0100000508,,100037.0,104004.0,279.67,0.96,20975.25,728028.0,6002.22,39699.6,0.0,794705.07,1406.0,796111.07,796111.0,,True,BILL?
62,05/2024,03-06-2024,17-Jun-2024,VSP127,APEPDC0100000334,IB,40374.0,43054.0,166.0,0.94,12450.0,301448.0,2422.44,18927.6,0.0,335248.04,1406.0,336654.04,336654.0,336289.0,True,HT_BILL
63,05/2024,02-06-2024,16-Jun-2024,VSP1375,APEPDC0100003730,IIB,6830.0,14020.0,54.0,0.49,0.0,171745.0,6830.0,5544.0,0.0,184119.0,2813.0,1436932.0,436932.0,436497.0,False,HT_BILL
64,05/2024,03-06-2024,17-Jun-2024,VSP009,APEPDC0100000627,IIA(i),20574.0,22512.0,102.5,0.91,144400.0,172216.8,20574.0,7305.6,3973.0,348469.4,1406.0,349875.4,349875.0,349561.0,True,HT_BILL
65,05/2024,03-06-2024,17-Jun-2024,VSP309,APEPDC0100001933,,14454.0,17600.0,60.23,0.82,133000.0,134640.0,14454.0,7264.4,0.0,293188.4,1406.0,294594.4,,294294.0,False,HT_BILL
66,05/2024,03-06-2024,17-Jun-2024,VSP508,APEPDC0100000227,IIIA,4359.0,5200.0,68.35,0.84,32466.25,32760.0,4359.0,3449.2,739.5,70770.2,1406.0,72176.2,,72079.0,False,HT_BILL
67,05/2024,03-06-2024,17-Jun-2024,VSP1655,APEPDC0100004450,IIA(i),50363.0,52801.0,135.0,0.95,64125.0,403927.65,50363.0,22442.4,14758.0,555616.05,1406.0,557022.05,,556427.0,False,HT_BILL
68,05/2024,02-06-2024,16-Jun-2024,VSP1718,APEPDC0100004656,IIA(i),36093.0,38660.0,96.14,0.93,76000.0,295749.0,36093.0,13398.4,8288.0,429528.4,1406.0,430934.4,430934.0,430549.0,True,HT_BILL
69,05/2024,03-06-2024,17-Jun-2024,VSP1720,APEPDC0100004657,IIA(i),26265.0,27015.0,134.43,0.97,152000.0,206664.75,26265.0,7592.8,7885.0,400407.55,,402507.0,,402168.0,False,HT_BILL
70,05/2024,02-06-2024,16-Jun-2024,VSP1154,APEPDC0100003106,IIA(i),521300.0,542700.0,2293.55,0.96,1089436.25,3771765.0,521300.0,160200.0,90100.0,5632801.25,2813.0,5635614.25,,5635614.0,False,HT_BILL
71,,,,,,,,,,,,,,,,,,,,,,OTHER
72,05/2025,05-06-2025,19-Jun-2025,VSP007,APEPDC0100000626,IIA(I),697100.0,972500.0,1503.9,0.72,766129.03,4977120.6,525100.0,654059.56,178300.0,9061195.47,1406.0,9062601.47,9062601.0,9062601.0,False,HT_BILL
73,05/2025,05-06-2025,19-Jun-2025,VSP098,APEPDC0100000558,IB,46814.0,49748.0,266.76,0.94,20007.0,285236.0,2268.84,75712.61,0.0,383224.45,1406.0,384630.45,384630.0,384630.0,False,HT_BILL
74,05/2025,05-06-2025,19-Jun-2025,VSP212,APEPDC0100000391,IIA(I),31821.0,33953.0,110.25,0.94,228000.0,258019.2,31821.0,7043.49,5349.0,530232.69,1406.0,539138.69,539139.0,539139.0,True,HT_BILL
75,05/2025,05-06-2025,19-Jun-2025,VSP361,APEPDC0100000508,IB,97328.0,100040.0,270.93,0.97,20319.75,588280.0,4879.68,85075.6,0.0,698555.03,1406.0,699961.03,699961.0,699961.0,True,HT_BILL
76,05/2025,05-06-2025,19-Jun-2025,VSP127,APEPDC0100000334,IB,38456.0,40131.0,149.0,0.96,11175.0,217917.0,1767.36,37263.9,0.0,268123.26,1406.0,269529.26,269529.0,-327598.0,True,HT_BILL
77,05/2025,02-06-2025,16-Jun-2025,VSP1375,APEPDC0100003730,IIB,10840.0,15800.0,102.0,0.69,0.0,193550.0,10840.0,14350.27,0.0,218740.27,2813.0,471553.27,471553.0,471553.0,False,HT_BILL
78,05/2025,05-06-2025,19-Jun-2025,VSP009,APEPDC0100000627,IIA(I),15733.0,16451.0,85.2,0.96,144400.0,72300.15,8733.0,17167.24,3740.0,246340.39,1406.0,247746.39,247746.0,-196289.0,False,HT_BILL
79,05/2025,05-06-2025,19-Jun-2025,VSP309,APEPDC0100001933,IIA(I),16240.0,20082.0,57.33,0.81,133000.0,100077.3,9240.0,20788.43,3965.0,267070.73,1406.0,,268477.0,-236270.0,False,HT_BILL
80,05/2025,01-06-2025,15-Jun-2025,VSP508,APEPDC0100000227,IIIA,7436.0,8793.0,69.1913,0.85,32865.89,55395.9,7436.0,9516.68,1783.5,102365.22,1406.0,103771.22,103771.0,103771.0,True,HT_BILL
81,05/2025,05-06-2025,19-Jun-2025,VSP1655,APEPDC0100004450,IIA(I),51829.0,55770.0,148.7,0.93,70632.5,350140.5,41829.0,33026.53,15001.0,510629.53,1406.0,512035.53,512036.0,19127.0,False,HT_BILL
82,05/2025,05-06-2025,19-Jun-2025,VSP1718,APEPDC0100004656,,41359.0,53905.0,117.9,0.77,76000.0,305273.25,27359.0,39538.38,11230.0,,,,,460807.0,False,HT_BILL
83,05/2025,05-06-2025,19-Jun-2025,VSP1720,APEPDC0100004657,,40236.0,42829.0,314.0,0.94,152000.0,266441.85,32236.0,46942.75,10279.0,507899.6,1406.0,509305.6,509306.0,-32592.0,False,HT_BILL
84,05/2025,05-06-2025,19-Jun-2025,VSP1154,APEPDC0100003106,IIA(i),333100.0,344250.0,2254.55,460.0,1070911.25,1725337.5,237100.0,469315.0,63650.0,3566313.75,2813.0,3569126.75,3569127.0,3569127.0,True,HT_BILL
85,,,,,,,,,,,,,,,,,,,,,,OTHER
